"direccion_completo","calle_colonia","cp","tipo","delegacion","ciudad","precio","ID","lon","lat","descripcion","caracteristicas","amenidades","inf_colonia","fila1","fila2","moneda","RECAMARAS","BANOS","ESTACIONAMIENTOS","No_de_pisos","Edad_inmueble","AREA_TERRENO","AREA_CONSTRUIDA","Tamano_jardin","Jardin","NA","Cisterna","Gas Natural","Seguridad privada","Zona privada","Alberca","Telefonía","Mascotas","Lavandería","Gimnasio","Terraza","Cuarto de servicio","Calefacción","Chimenea","CUENTA CATASTRAL 35425130 ","USO DE SUELO Habitacional. ","SUPERFICIE DE TERRENO 962.0 m²","ÁREA CONSTRUIDA 577 m²","Sótano","CUENTA CATASTRAL 03829833 ","USO DE SUELO Habitacional con Comercio  ","SUPERFICIE DE TERRENO 138.0 m²","ÁREA CONSTRUIDA 330 m²","CUENTA CATASTRAL 03533508 ","SUPERFICIE DE TERRENO 9931.0 m²","CUENTA CATASTRAL 04112001 ","USO DE SUELO Habitacional ","SUPERFICIE DE TERRENO 172.0 m²","ÁREA CONSTRUIDA 413 m²","Amueblado","CUENTA CATASTRAL 02535601 ","SUPERFICIE DE TERRENO 164.0 m²","ÁREA CONSTRUIDA 393 m²","Elevador","CUENTA CATASTRAL 06161507 ","USO DE SUELO Habitacional Mixto. ","SUPERFICIE DE TERRENO 10470.0 m²","ÁREA CONSTRUIDA 29315 m²","Aire acondicionado","CUENTA CATASTRAL 32516917 ","SUPERFICIE DE TERRENO 617.0 m²","ÁREA CONSTRUIDA 1974 m²","CUENTA CATASTRAL 02920403 ","SUPERFICIE DE TERRENO 1982.0 m²","CUENTA CATASTRAL 03203402 ","SUPERFICIE DE TERRENO 199.0 m²","ÁREA CONSTRUIDA 418 m²","CUENTA CATASTRAL 03917405 ","USO DE SUELO Centro de Barrio ","SUPERFICIE DE TERRENO 719.0 m²","ÁREA CONSTRUIDA 1725 m²","CUENTA CATASTRAL 00808712 ","USO DE SUELO Habitacional con Comercio en P. B. ","SUPERFICIE DE TERRENO 128.0 m²","ÁREA CONSTRUIDA 409 m²","Circuito Cerrado de TV","Planta de emergencia","Fibra óptica","Vigilancia","Tiene oficina","CUENTA CATASTRAL 02801738 ","SUPERFICIE DE TERRENO 61.0 m²","ÁREA CONSTRUIDA 127 m²","CUENTA CATASTRAL 02919002 ","SUPERFICIE DE TERRENO 402.0 m²","Urbanizado","zona","Precio m2"
"DEPARTAMENTO PARA PERSONALIZAR EN LA ROMA CON AMENIDADES, Colonia Roma Norte, C.P. 06700 ","DEPARTAMENTO PARA PERSONALIZAR EN LA ROMA CON AMENIDADES","06700","Departamento","Cuauhtémoc","DF / CDMX","5,425,000 ","28781293","-99.1625275423279","19.4113496736815","Condominio nuevo con amenidades a unas cuadras de insurgentes y condesa, en los limites de la colonia roma sur y roma norte.
69m2 con 3 metros de altura libre listos para personalizar con acabados de lujo incluidos en el precio, lo entregamos con 1 o 2 recamaras, segun tus necesidades o lo dejamos abierto tipo loft
cuenta con 2 cajones de estacionamiento, gym equipado, coworking y roof comun equipado. firmamos con el 30% del valor del departamento, contamos con opcion vista interior o vista exterior, ultimas 2 unidades, ven a conocerlo
citas gabriela morales. tenemos departamento muestra","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos6 , Edad del inmueble1 años, ÁREA CONSTRUIDA69 m2, NA, NA, NA","Cisterna, Elevador, Zona privada, Gimnasio, Telefonía","Precio por/m2 promedio en Zona Roma, $ 50.21 mil MN","Gabby","Morales","MXN","2","2","2","6","1",NA,"69",NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Roma","50.21"
"DEPARTAMENTO VISTA INTERIOR CON 2 RECAMARAS, Colonia Condesa, C.P. 06140 ","DEPARTAMENTO VISTA INTERIOR CON 2 RECAMARAS","06140","Departamento","Cuauhtémoc","DF / CDMX","6,450,000 ","28705504","-99.16792435799712","19.414838637449908","Departamento a pasos de la glorieta plaza popocatéptl, álvaro obregón y av yucatan. de 98 habitables +2m2 de balcón. 2 recamaras con closets. la principal con baño privado. 2 baños completos. cocina integral equipada, área de lavado privada, sala comedor, 1 cajón de estacionamiento. cuenta con lobby, vigilancia y elevador.
entrega inmedita
citas gabriela morales","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , No. de pisos5 , Edad del inmueble6 años, ÁREA CONSTRUIDA100 m2, Número de departamentos10 , NA, NA","Cisterna, Elevador, Mascotas, Gas Natural, Seguridad privada","Precio por/m2 promedio en Zona Condesa, $ 60.56 mil MN","Gabby","Morales","MXN","2","2","1","5","6",NA,"100",NA,NA,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Condesa","60.56"
"División del Norte #152, Colonia Lomas de Memetla, C.P. 05330 ","División del Norte #152","05330","Departamento","Cuajimalpa de Morelos","DF / CDMX","5,950,000 ","28725763","-99.2887600000","19.3560240000","Ref: nex-193816 gran departamento en venta en real omega, lomas de memetla, cuajimalpa de morelos, ciudad de méxico. este amplio departamento cuenta con 217 m2 de construcción, ideal para aquellos que buscan amplitud y comodidad en su hogar. 175 metros construcción + 42 m terraza dividió en 2 plantas planta baja: 3 habitaciones, la principal muy amplia con vestidor, las dos secundarias con closet. 2 baños completos. sala y comedor de muy buen tamaño. balcón. cocina cerrada y lavandería. segunda planta: family room con 1/2 baño, bar y amplia bodega. gran terraza donde se encuentra el área de asador. cuarto de servicio con baño. generales: 3 estacionamientos y una bodega que actualmente es oficina. jardín con palapa y juegos infantiles. salón de fiestas. seguridad 24/7 un gran lugar para vivir, con la tranquilidad de una colonia segura, con todo al alcance. punto central entre santa fe, bosques, interlomas. además de sus espacios interiores, este departamento cuenta con amenidades como: disfrute de las áreas recreativas al aire libre con el área de juegos infantiles y el jardín. para los eventos y reuniones sociales, el salón de fiestas y el área de eventos brindan comodidad y espacio suficiente. la seguridad es una prioridad, por lo que cuenta con caseta de vigilancia y seguridad privada. la ubicación de este departamento es inmejorable. a tan solo unos minutos de distancia se encuentran tres zonas de interés cercanas que brindan diversas opciones de entretenimiento y comodidad. entre ellas se destacan el centro comercial santa fe, uno de los más grandes y modernos de la ciudad. también se encuentra el parque la mexicana, un espacio verde perfecto para realizar actividades al aire libre en familia. además, en las cercanías se encuentran reconocidos hospitales y escuelas de prestigio. el acceso a esta propiedad es sencillo gracias a las principales vías de acceso que la rodean. se encuentra cerca de avenidas principales como la carretera federal méxico-toluca y la avenida carlos echanove, facilitando los desplazamientos por la ciudad. no pierda la oportunidad de adquirir este increíble departamento en una de las mejores zonas de ciudad de méxico. contáctenos hoy mismo para más información y agende una visita. ¡no se arrepentirá!","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS3 , Edad del inmueble18 años, ÁREA TERRENO126 m2, ÁREA CONSTRUIDA217 m2, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en Lomas de Memetla$ 44.02 mil MN38% abajo del precio por/m2 promedio, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","3","2","3",NA,"18","126","217",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lomas de Memetla$ 44.02 mil MN38% abajo del precio por/m2 promedio","44.0238% abajo del precio por/m2 promedio, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Edgar Allan Poe, Colonia Polanco III Sección, C.P. 11540 ","Edgar Allan Poe","11540","Departamento","Miguel Hidalgo","DF / CDMX","13,859,060 ","28664272","-99.1998673000","19.4353061000","4 departamentos distribuidos en 5 niveles en un desarrollo de tipo vertical. el pent-house ocupa los ultimos dos niveles del desarrollo en edgar allan poe. departamento garden house con 105 de área habitable + área de terraza de 32 + área de bodega 4 = área total de 142. el departamentos garden house tienen el siguiente diseño: estancia comedor área de lavado recamara principal con vestidor y baño completo. recamara secundaria con vestidor y baño completo. toilet para visitas cocina terraza interna y externa. 2 lugares de estacionamiento (tiene eleva-autos) amenidades cuenta con roof garden común hay valet parking puntos de interés: plaza antara el palacio de hierro museo soumaya plaza carso consulta más inmuebles como este en nuestro sitio web:  los inmuebles están sujetos a cambio de precio, sin previo aviso. todo el proceso ante notario público.  id: eb-qu2451","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA105 m2, NA, NA, NA, NA","Terraza, NA, NA, NA, NA","Precio por/m2 promedio en Zona Polanco, $ 85.42 mil MN","Esmmar Asesores","Cervantes","MXN","2","2","2",NA,NA,NA,"105",NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Polanco","85.42"
"Edgar Allan Poe, Colonia Polanco III Sección, C.P. 11540 ","Edgar Allan Poe","11540","Departamento","Miguel Hidalgo","DF / CDMX","31,894,000 ","28785559","-99.1998673000","19.4353061000","4 departamentos distribuidos en 5 niveles en un desarrollo de tipo vertical. el pent-house ocupa los últimos dos niveles del desarrollo en edgar allan poe. el pent-house tiene un área habitable de 248 + área de terraza de 113 + área de balcón de 10 m2 + área de bodega de 4 = área total de 377. el diseño del pent-house planta baja: - recamara principal con vestidor y un baño completo y tocador. -escaleras al segundo piso del ph -elevador -2 recamaras secundarias con vestidor y baño completo. -estudio -balcón -terraza diseño del pent-house planta alta: -vestíbulo -estancia -comedor -escaleras -elevador -toilet para visitas -desayunador -cocina -alacena -lavado -cuarto de servicio con baño completo. -terraza amenidades cuenta con roof garden común hay valet parking cuenta con eleva-autos. los departamentos en edgar allan poe tienen el siguiente diseño: estancia comedor área de lavado recamara principal con vestidor y baño completo. recamara secundaria con vestidor y baño completo. toilet para visitas cocina terraza interna y externa. 2 lugares de estacionamiento (tiene eleva-autos) puntos de interés: plaza antara el palacio de hierro museo soumaya plaza carso consulta más inmuebles como este en nuestro sitio web:  los inmuebles están sujetos a cambio de precio, sin previo aviso. todo el proceso ante notario público.  id: eb-rm5842","RECÁMARAS3 , BAÑOS4 , ESTACIONAMIENTOS4 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA248 m2, NA, NA, NA, NA","Elevador, Terraza, Cuarto de servicio, NA, NA","Precio por/m2 promedio en Zona Polanco, $ 85.42 mil MN","Esmmar Asesores","Cervantes","MXN","3","4","4",NA,NA,NA,"248",NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Polanco","85.42"
"Edgar Allan Poe, Colonia Polanco III Sección, C.P. 11540 ","Edgar Allan Poe","11540","Departamento","Miguel Hidalgo","DF / CDMX","16,600,000 ","28833526","-99.1995320000","19.4333552000","Departamento súper luminoso en la prestigiosa calle edgar allan poe, ubicado en polanco y a pocos pasos del parque lincoln. este departamento se encuentra en un exclusivo edificio de solo 4 pisos, con aproximadamente 10 años de antigüedad, y cuenta con vigilancia 24/7 para tu total tranquilidad. con más de 150 m² de superficie, ofrece un diseño espacioso y elegante, incluyendo una amplia terraza de 15 m² que se integra perfectamente con la sala, creando un ambiente ideal para disfrutar del exterior desde la comodidad de tu hogar. el departamento cuenta con 2 recámaras, 2 baños, y un medio baño adicional para el área de servicio. dispone de lavandería, una cocina abierta que se conecta a la zona social y 2 lugares de estacionamiento. este es un espacio perfecto para quienes buscan comodidad, seguridad y un estilo de vida urbano en una de las mejores zonas de la ciudad. - solo trato directo - * el precio y disponibilidad está sujeto a cambios sin previo aviso * * el precio anunciado es más gastos de escrituración e impuestos * * los muebles y las decoraciones son soló con fines ilustrativos, no van incluidos en el precio *.  id: eb-ro4537","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmueble10 años, ÁREA CONSTRUIDA150 m2, NA, NA, NA, NA","Terraza, Seguridad privada, NA, NA, NA","Precio por/m2 promedio en Zona Polanco, $ 85.42 mil MN","NA","NA","MXN","2","2","2",NA,"10",NA,"150",NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Polanco","85.42"
" , Colonia El Yaqui, C.P. 05320 "," ","05320","Departamento","Cuajimalpa de Morelos","DF / CDMX","5,500,000 ","28762834","-99.2985273000","19.3660547000","Estupendo departamento en renta, con magníficas amenidades ,cuenta con buena iluminación natural, distribución en el residencial entorno cuajimalpa. se ubica en la torre b piso 5. cuenta con 2 recamaras la principal con baño completo y un gran vestidor. la segunda recamara con baño y closet. cuenta con baño de visititas, área de lavado integrada al departamento, cocina semi abierta 2 lugares de estacionamiento que no se estorban. el desarrollo cuenta con casa club con 2 canchas de pádel alberca interior y exterior camastros ludoteca salón de jóvenes y adultos cine asadores en renta no se aceptan mascotas","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmuebleNuevo , ÁREA TERRENO149 m2, ÁREA CONSTRUIDA149 m2, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en El Yaqui$ 50.80 mil MN27% abajo del precio por/m2 promedio, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","2","2","2",NA,NA,"149","149",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"El Yaqui$ 50.80 mil MN27% abajo del precio por/m2 promedio","50.8027% abajo del precio por/m2 promedio, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Emerson 121 #121Int. 1, Colonia Polanco V Sección, C.P. 11560 ","Emerson 121 #121Int. 1","11560","Departamento","Miguel Hidalgo","DF / CDMX","13,800,000 ","28087157","-99.18890139999999","19.4371171","Departamento en venta listo para habitar ubicada en emerson 121 num. ext. 121 num. int. 1 colonia polanco v sección c. 11560, df / cdmx. tiene 2 baños, 1 medio baño, 50 años de antigüedad, 287 metros cuadrados, 3 recamaras, , cocina con antecomedor y cuarto de servicio con bañotambién tiene cisterna, 2 estacionamiento, seguridad privada","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos15 , Edad del inmueble50 años, ÁREA CONSTRUIDA287 m2, Número de departamentos15 , NA, NA","Cisterna, Seguridad privada, NA, NA, NA","Precio por/m2 promedio en Zona Polanco, $ 85.42 mil MN","Laura ","Medina","MXN","3","2","2","15","50",NA,"287",NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Polanco","85.42"
"Eugenia #1753, Colonia Vertiz Narvarte, C.P. 03600 ","Eugenia #1753","03600","Departamento","Benito Juárez","DF / CDMX","3,650,000 ","27969505","-99.148685","19.3839823","Ubicado sobre av. eugenia (eje 5 sur) entre avenidas principales: eje central lázaro cárdenas y dr. josé maría vértiz...  
se encuentra en 3er. piso interior, cada piso tiene 4 departamentos, cuenta con elevador...   
espacios amplios, con buena iluminación y ventilación; persianas verticales en ventanas de estancia y recámaras; sala-comedor; 2 recámaras con closet; otro espacio puede destinarse a estudio, sala de tv o bien una 3er. recámara; la recámara principal cuenta con baño completo; hay otro baño que da servicio a las otras habitaciones y a las visitas; cocina cerrada con cocineta y área de lavado adjunta; 1 lugar de estacionamiento independiente...  
vigilancia las 24 horas...  


nota importante:..  
adicional al precio de venta del inmueble, el comprador debe contar con recursos para cubrir los gastos de escrituración (derechos, impuestos, honorarios, avalúos) que serán calculados por la notaría al formalizar la operación...  
en operaciones con crédito, los gastos de escrituración se determinarán en función del monto del crédito...
se encuentran a disposición del comprador los documentos necesarios para la venta del inmueble...
el inmueble se transmitirá libre de gravamen...  
las fotografías del inmueble son meramente ilustrativas, la venta no incluye los muebles.
por favor consultar sus dudas con uno de nuestros asesores.","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS1 , No. de pisos5 , Edad del inmueble23 años, ÁREA CONSTRUIDA90 m2, Número de departamentos20 , NA, NA","Cisterna, Elevador, Seguridad privada, NA, NA","Precio por/m2 promedio en Zona Narvarte, $ 40.33 mil MN","Daik ","Inmobiliaria","MXN","3","2","1","5","23",NA,"90",NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Narvarte","40.33"
"Francisco Cesar Morales  #31, Colonia Santa Martha Acatitla, C.P. 09510 ","Francisco Cesar Morales  #31","09510","Departamento","Iztapalapa","DF / CDMX","950,000 ","28021227","-99.00716073226319","19.369599586290775","Excelente departamento en venta listo para habitar se encuentra en francisco cesar morales  num. ext. 31 num. int. s/n  colonia fuentes de zaragoza c. 09510, df / cdmx. tiene 1 baño, 25 años de antigüedad, 58 metros cuadrados, 2 recamaras, y 3 pisos. tiene acceso a jardines y terraza, lavandería en azotea,  tambien permite mascotas. tiene servicios como cisterna, 1 cajón de estacionamiento fijo e individual,  vigilancia y estacionamiento de visitas. todos los documentos en regla, al corriente en el pago de sus servicios,  acepto créditos. ganalo! muestro previa cita.","RECÁMARAS2 , BAÑOS1 , ESTACIONAMIENTOS1 , No. de pisos3 , Edad del inmueble25 años, ÁREA CONSTRUIDA58 m2, Tamaño del jardin60 m2, Jardín1 , Número de departamentos16 ","Cisterna, Mascotas, Terraza, Lavandería, NA","Precio por/m2 promedio en Santa Martha Acatitla, $ 9.91 mil MN","Araceli","Corona","MXN","2","1","1","3","25",NA,"58","60","1",1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santa Martha Acatitla","9.91"
"Gabino Barreda #93, Colonia San Rafael, C.P. 06470 ","Gabino Barreda #93","06470","Departamento","Cuauhtémoc","DF / CDMX","5,533,157 ","28425344","-99.1667790000","19.4373490000","Departamento en venta de 84 m2 de construcción, con fecha de entrega para inmediata, ubicado en c. gabino barreda 93, san rafael, cuauhtémoc, 06470 ciudad de méxico, cdmx,. el desarrollo cuenta con las siguientes amenidades: casa club con increíbles amenidades como business center, juice bar, gym, ping pong, ludoteca, salón de t. y salón de tareas.,","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , Edad del inmuebleNuevo , ÁREA TERRENO84 m2, ÁREA CONSTRUIDA84 m2, NA, NA, NA","Elevador, Seguridad privada, NA, NA, NA","NA, NA","NA","NA","MXN","2","2","1",NA,NA,"84","84",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Gabriel Mancera, Colonia Del Valle Norte, C.P. 03103 ","Gabriel Mancera","03103","Departamento","Benito Juárez","DF / CDMX","3,300,000 ","28688798","-99.1622858000","19.3937197000","Departamento en edificio clásico, en la colonia del valle norte, completamente remodelado. su ubicación es interior en el segundo edificio del condominio, después del área de estacionamiento y está en un 3er piso. superficie habitable: 88 balcón: 6 cuarto de lavado. 5 jaula de tendido: 4 mts área privativa total: 100 cuenta con sala comedor, cocineta, área de lavado adjunta. un baño completo con ventilación natural. dos recámaras con closet, un vestidor adjunto y un espacio que puede convertirse en un estudio, gym, oficina ó sala de tv. jaula de tendido y cuarto de servicio ó bodega, ubicados en el último nivel, con calentador exclusivo para la lavadora secadora. precio del departamento con muebles: $3´400,000 un lugar de estacionamiento fijo y descubierto. magnífica ubicación sobre gabriel mancera entre luz saviñón y romero de terreros, rodeado de restaurantes, comercios y servicios. el precio de venta del inmueble es más gastos de escrituración (derechos, impuestos, honorarios, avalúos) que serán calculados por la notaría al formalizar la operación. en operaciones de crédito el monto de escrituración se determinará en función de los montos de crédito. las fotografías de los inmuebles son meramente ilustrativas. en el precio de venta y/o renta de los inmuebles anunciados no se incluye: el mobiliario, decoración, cuadros, accesorios, cortinas, artículos personales, etc. por favor consultar sus dudas con uno de nuestros asesores.  id: eb-ri6062","RECÁMARAS2 , BAÑOS1 , ESTACIONAMIENTOS1 , Edad del inmueble64 años, ÁREA CONSTRUIDA82 m2, NA, NA, NA, NA","Cuarto de servicio, Seguridad privada, NA, NA, NA","NA, NA","NA","NA","MXN","2","1","1",NA,"64",NA,"82",NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Garcia Diego #299, Colonia Doctores, C.P. 06720 ","Garcia Diego #299","06720","Departamento","Cuauhtémoc","DF / CDMX","1,700,000 ","28722578","-99.1537900000","19.4169250000","Ref: nex-234691 **departamento en venta en doctores, cuauhtémoc, ciudad de méxico** este acogedor departamento en venta se encuentra ubicado en la zona de doctores, cuauhtémoc, ciudad de méxico, en un edificio con uso de suelo residencial. con una superficie de 60 m2 de construcción, esta propiedad cuenta con 2 recamaras, 1 baño completo, closets, sala y comedor, así como armarios empotrados para un óptimo almacenamiento. el piso laminado brinda calidez al ambiente, mientras que la vista de esquina otorga luminosidad y amplitud. además, dispone de un área de lavandería para mayor comodidad. en cuanto a la ubicación, este departamento se encuentra cercano a diversas zonas de interés en doctores, como el centro histórico de la ciudad de méxico, la zona de oficinas de reforma y la colonia roma. además, cuenta con accesos rápidos a importantes vías de la ciudad, como la avenida cuauhtémoc y el eje central lázaro cárdenas, así como estaciones de metro cercanas que facilitan la movilidad, como cuauhtémoc y balderas. no pierdas la oportunidad de adquirir este excelente departamento en una de las zonas más céntricas y con mayor tradición de la ciudad de méxico. ¡contáctanos para agendar una visita! si requieres de crédito contamos con un brocker sin costo alguno para usted. la documentación esta al corriente","RECÁMARAS2 , BAÑOS1 , Edad del inmueble25 años, ÁREA TERRENO60 m2, ÁREA CONSTRUIDA60 m2, NA, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en Doctores$ 19.04 mil MN, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","2","1",NA,NA,"25","60","60",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Doctores$ 19.04 mil MN","19.04, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Gobernador Agustín Vicente Eguia #47, Colonia San Miguel Chapultepec I Sección, C.P. 11850 ","Gobernador Agustín Vicente Eguia #47","11850","Departamento","Miguel Hidalgo","DF / CDMX","8,500,000 ","28690951","-99.18821129999999","19.4076399","Departamento nuevo en venta en vicente eguia - colonia san miguel chapultepec.

ubicado en 9o piso con grandes vistas a la zonas de chapultepec, polanco y reforma, aislado del ruido exterior.

tiene 114 m2 habitables más balcón de 11m2, consta de 2 recámaras, la principal con vestidor y baño propio, sala de tv o estudio o puede habilitarse como una 3a recámara. tres baños completos, cocina integra abierta, dos estacionamientos en eleva autos sin estorbarse con vecinos.

cuenta con bodega y seguridad 24 horas, roof garden común con fabulosas vistas, salón de eventos con terraza y business center.

no amueblado, fotos solo para efectos ilustrativos.

excelente ubicación con acceso a vías primarias como parque lira, circuito interior, periférico, con fácil acceso a transporte público.

tramitamos tu crédito sin costo, con el banco más conveniente para tí de acuerdo a tu perfil.","RECÁMARAS2 , BAÑOS3 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble1 años, ÁREA CONSTRUIDA125 m2, Número de departamentos20 , NA, NA","Elevador, Terraza, Seguridad privada, NA, NA","Precio por/m2 promedio en Zona San Miguel Chapultepec, $ 41.88 mil MN","Gonzalo","López","MXN","2","3","2","1","1",NA,"125",NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona San Miguel Chapultepec","41.88"
